program_id,program_name,credential,study_mode,source_url,regular_listed,regular_international_flag,regular_pgwp_flag,flexible_listed,flexible_international_flag,flexible_pgwp_flag,availability_listed,has_domestic_only_availability_row,individual_evidence_status,individual_study_permit_status,individual_pgwp_status,recommended_program_status,recommended_pgwp_status,decision_basis,individual_evidence_url,individual_evidence_retrieved_at,legacy_accepts_international,current_international_eligibility,current_evidence_url,current_last_checked
0851CM,Aircraft Defect Inspection and Reporting Techniques,Microcredential,Part-time,https://www.bcit.ca/programs/aircraft-defect-inspection-and-reporting-techniques-microcredential-part-time-0851cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/aircraft-defect-inspection-and-reporting-techniques-microcredential-part-time-0851cm/,,,Refer to official program page,https://www.bcit.ca/programs/aircraft-defect-inspection-and-reporting-techniques-microcredential-part-time-0851cm/,2026-09-08
0852CM,Canadian Engineering Professional Practice,Microcredential,Part-time,https://www.bcit.ca/programs/canadian-engineering-professional-practice-microcredential-part-time-0852cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/canadian-engineering-professional-practice-microcredential-part-time-0852cm/,,,Refer to official program page,https://www.bcit.ca/programs/canadian-engineering-professional-practice-microcredential-part-time-0852cm/,2026-09-08
0853CM,Principles of Regenerative Building,Microcredential,Part-time,https://www.bcit.ca/programs/principles-of-regenerative-building-microcredential-part-time-0853cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/principles-of-regenerative-building-microcredential-part-time-0853cm/,,,Refer to official program page,https://www.bcit.ca/programs/principles-of-regenerative-building-microcredential-part-time-0853cm/,2026-09-08
0854CM,Essentials of Community Energy and Emissions Management,Microcredential,Part-time,https://www.bcit.ca/programs/essentials-of-community-energy-and-emissions-management-microcredential-part-time-0854cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/essentials-of-community-energy-and-emissions-management-microcredential-part-time-0854cm/,,,Refer to official program page,https://www.bcit.ca/programs/essentials-of-community-energy-and-emissions-management-microcredential-part-time-0854cm/,2026-09-08
0855CM,Thermal Power Plant Simulation Proficiency,Microcredential,Part-time,https://www.bcit.ca/programs/thermal-power-plant-simulation-proficiency-microcredential-part-time-0855cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/thermal-power-plant-simulation-proficiency-microcredential-part-time-0855cm/,,,Refer to official program page,https://www.bcit.ca/programs/thermal-power-plant-simulation-proficiency-microcredential-part-time-0855cm/,2026-09-08
0856CM,Retrofit Solutions for Rural Communities,Microcredential,Part-time,https://www.bcit.ca/programs/retrofit-solutions-for-rural-communities-microcredential-part-time-0856cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/retrofit-solutions-for-rural-communities-microcredential-part-time-0856cm/,,,Refer to official program page,https://www.bcit.ca/programs/retrofit-solutions-for-rural-communities-microcredential-part-time-0856cm/,2026-09-08
0857CM,Automotive Collision Estimator,Microcredential,Part-time,https://www.bcit.ca/programs/automotive-collision-estimator-microcredential-part-time-0857cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/automotive-collision-estimator-microcredential-part-time-0857cm/,,,Refer to official program page,https://www.bcit.ca/programs/automotive-collision-estimator-microcredential-part-time-0857cm/,2026-09-08
0859CM,Sexual and Reproductive Health Foundations,Microcredential,Part-time,https://www.bcit.ca/programs/sexual-and-reproductive-health-foundations-microcredential-part-time-0859cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/sexual-and-reproductive-health-foundations-microcredential-part-time-0859cm/,,,Refer to official program page,https://www.bcit.ca/programs/sexual-and-reproductive-health-foundations-microcredential-part-time-0859cm/,2026-09-08
0860CM,Heat Pump Maintenance and Troubleshooting,Microcredential,Part-time,https://www.bcit.ca/programs/heat-pump-maintenance-and-troubleshooting-microcredential-part-time-0860cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/heat-pump-maintenance-and-troubleshooting-microcredential-part-time-0860cm/,,,Refer to official program page,https://www.bcit.ca/programs/heat-pump-maintenance-and-troubleshooting-microcredential-part-time-0860cm/,2026-09-08
0861CM,Climate Changemakers Leadership Training,Microcredential,Part-time,https://www.bcit.ca/programs/climate-changemakers-leadership-training-microcredential-part-time-0861cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/climate-changemakers-leadership-training-microcredential-part-time-0861cm/,,,Refer to official program page,https://www.bcit.ca/programs/climate-changemakers-leadership-training-microcredential-part-time-0861cm/,2026-09-08
0862CM,Residential Air to Air Heat Pump Specialist,Microcredential,Part-time,https://www.bcit.ca/programs/residential-air-to-air-heat-pump-specialist-microcredential-part-time-0862cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/residential-air-to-air-heat-pump-specialist-microcredential-part-time-0862cm/,,,Refer to official program page,https://www.bcit.ca/programs/residential-air-to-air-heat-pump-specialist-microcredential-part-time-0862cm/,2026-09-08
0864CM,Marine Business Essentials,Microcredential,Part-time,https://www.bcit.ca/programs/marine-business-essentials-microcredential-part-time-0864cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/marine-business-essentials-microcredential-part-time-0864cm/,,,Refer to official program page,https://www.bcit.ca/programs/marine-business-essentials-microcredential-part-time-0864cm/,2026-09-08
0865CM,Introduction to Power Systems Protection Design,Microcredential,Part-time,https://www.bcit.ca/programs/introduction-to-power-systems-protection-design-microcredential-part-time-0865cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/introduction-to-power-systems-protection-design-microcredential-part-time-0865cm/,,,Refer to official program page,https://www.bcit.ca/programs/introduction-to-power-systems-protection-design-microcredential-part-time-0865cm/,2026-09-08
0866CM,Distribution Design for Electrical Utilities,Microcredential,Part-time,https://www.bcit.ca/programs/distribution-design-for-electrical-utilities-microcredential-part-time-0866cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/distribution-design-for-electrical-utilities-microcredential-part-time-0866cm/,,,Refer to official program page,https://www.bcit.ca/programs/distribution-design-for-electrical-utilities-microcredential-part-time-0866cm/,2026-09-08
0869CM,Occupational Health and Safety Essentials,Microcredential,Part-time,https://www.bcit.ca/programs/occupational-health-and-safety-essentials-microcredential-part-time-0869cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/occupational-health-and-safety-essentials-microcredential-part-time-0869cm/,,,Refer to official program page,https://www.bcit.ca/programs/occupational-health-and-safety-essentials-microcredential-part-time-0869cm/,2026-09-08
0870CM,Sexual Health Rehabilitation,Microcredential,Part-time,https://www.bcit.ca/programs/sexual-health-rehabilitation-microcredential-part-time-0870cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/sexual-health-rehabilitation-microcredential-part-time-0870cm/,,,Refer to official program page,https://www.bcit.ca/programs/sexual-health-rehabilitation-microcredential-part-time-0870cm/,2026-09-08
0872CM,Techniques for Crime & Intelligence Analysts (TCIA),Microcredential,Part-time,https://www.bcit.ca/programs/techniques-for-crime-and-intelligence-analysts-tcia-microcredential-part-time-0872cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/techniques-for-crime-and-intelligence-analysts-tcia-microcredential-part-time-0872cm/,,,Refer to official program page,https://www.bcit.ca/programs/techniques-for-crime-and-intelligence-analysts-tcia-microcredential-part-time-0872cm/,2026-09-08
0873CM,Fundamentals in Polytechnic Teaching,Microcredential,Part-time,https://www.bcit.ca/programs/fundamentals-in-polytechnic-teaching-microcredential-part-time-0873cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/fundamentals-in-polytechnic-teaching-microcredential-part-time-0873cm/,,,Refer to official program page,https://www.bcit.ca/programs/fundamentals-in-polytechnic-teaching-microcredential-part-time-0873cm/,2026-09-08
0874CM,"Fundamentals in Architecture, Construction, and Engineering",Microcredential,Part-time,https://www.bcit.ca/programs/fundamentals-in-architecture-construction-and-engineering-microcredential-part-time-0874cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/fundamentals-in-architecture-construction-and-engineering-microcredential-part-time-0874cm/,,,Refer to official program page,https://www.bcit.ca/programs/fundamentals-in-architecture-construction-and-engineering-microcredential-part-time-0874cm/,2026-09-08
0875CM,Applied Additive Manufacturing,Microcredential,Part-time,https://www.bcit.ca/programs/applied-additive-manufacturing-microcredential-part-time-0875cm/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/applied-additive-manufacturing-microcredential-part-time-0875cm/,,,Refer to official program page,https://www.bcit.ca/programs/applied-additive-manufacturing-microcredential-part-time-0875cm/,2026-09-08
0876CM,Applied Mass Timber Engineering,Microcredential,Part-time,https://www.bcit.ca/programs/applied-mass-timber-engineering-microcredential-part-time-0876cm/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/applied-mass-timber-engineering-microcredential-part-time-0876cm/,,,Refer to official program page,https://www.bcit.ca/programs/applied-mass-timber-engineering-microcredential-part-time-0876cm/,2026-09-08
100ADIPMA,Airline and Flight Operations Commercial Pilot (Fixed-Wing),Diploma,Full-time,https://www.bcit.ca/programs/airline-and-flight-operations-commercial-pilot-fixed-wing-diploma-full-time-100adipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/airline-and-flight-operations-commercial-pilot-fixed-wing-diploma-full-time-100adipma/,,,Refer to official program page,https://www.bcit.ca/programs/airline-and-flight-operations-commercial-pilot-fixed-wing-diploma-full-time-100adipma/,2026-09-08
100BDIPMA,Airline and Flight Operations Commercial Pilot (Rotary-Wing),Diploma,Full-time,https://www.bcit.ca/programs/airline-and-flight-operations-commercial-pilot-rotary-wing-diploma-full-time-100bdipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/airline-and-flight-operations-commercial-pilot-rotary-wing-diploma-full-time-100bdipma/,,,Refer to official program page,https://www.bcit.ca/programs/airline-and-flight-operations-commercial-pilot-rotary-wing-diploma-full-time-100bdipma/,2026-09-08
1030CERTTS,Aircraft Gas Turbine Technician,Certificate,Full-time,https://www.bcit.ca/programs/aircraft-gas-turbine-technician-certificate-full-time-1030certts/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/aircraft-gas-turbine-technician-certificate-full-time-1030certts/,,,Refer to official program page,https://www.bcit.ca/programs/aircraft-gas-turbine-technician-certificate-full-time-1030certts/,2026-09-08
1070ACERT,Airport Operations,Associate Certificate,Part-time,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,false,false,false,true,true,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,,,Refer to official program page,https://www.bcit.ca/programs/airport-operations-associate-certificate-part-time-1070acert/,2026-09-08
1155ACERT,Construction Drawings,Associate Certificate,Part-time,https://www.bcit.ca/programs/construction-drawings-associate-certificate-part-time-1155acert/,false,false,false,true,true,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,UNKNOWN_NOT_PUBLISHED,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/construction-drawings-associate-certificate-part-time-1155acert/,,,Refer to official program page,https://www.bcit.ca/programs/construction-drawings-associate-certificate-part-time-1155acert/,2026-09-08
1165DIPMA,Aircraft Maintenance Engineer Category ‘E’ (Electronics),Diploma,Full-time,https://www.bcit.ca/programs/aircraft-maintenance-engineer-category-e-electronics-diploma-full-time-1165dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/aircraft-maintenance-engineer-category-e-electronics-diploma-full-time-1165dipma/,,True,Available to international applicants,https://www.bcit.ca/programs/aircraft-maintenance-engineer-category-e-electronics-diploma-full-time-1165dipma/,2026-09-06
1175DIPMA,Aviation Management and Operations,Diploma,Full-time,https://www.bcit.ca/programs/aviation-management-and-operations-diploma-full-time-1175dipma/,true,true,true,false,false,false,true,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,ACCEPTED_AVAILABLE,ELIGIBLE_TO_APPLY,bcit_international_program_list_positive_flag,https://www.bcit.ca/programs/aviation-management-and-operations-diploma-full-time-1175dipma/,,,Refer to official program page,https://www.bcit.ca/programs/aviation-management-and-operations-diploma-full-time-1175dipma/,2026-09-08
1180ACERT,Trades Discovery General,Associate Certificate,Full-time,https://www.bcit.ca/programs/trades-discovery-general-associate-certificate-full-time-1180acert/,false,false,false,false,false,false,false,false,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,UNKNOWN_NOT_PUBLISHED,no_explicit_governing_evidence,https://www.bcit.ca/programs/trades-discovery-general-associate-certificate-full-time-1180acert/,,,Refer to official program page,https://www.bcit.ca/programs/trades-discovery-general-associate-certificate-full-time-1180acert/,2026-09-08
